Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Methanosalsum	0	1.6e-05	1e-04	1.4e-05	0.000321	8.5e-05	0	0	0
Methanothrix	0	1.6e-05	2.9e-05	2.7e-05	0.000249	0	0	0	0
Methanospirillum	0	0.000113	2.9e-05	4.1e-05	0.000313	0	1.2e-05	0	0
Methanolacinia	0	4.8e-05	1.4e-05	0	0.000112	0.000141	0	0	0
Methanoplanus	0	1.6e-05	0	0	1.6e-05	0	0	0	0
Methanoregula	0	1.6e-05	0	0.000137	0.000185	7.1e-05	0	0	0
Methanosphaerula	0	1.6e-05	0	0	0.000104	4.2e-05	0	0	0
Methanolinea	0	1.6e-05	0	0	0	1.4e-05	0	0	0
Methanocella	0	1.6e-05	0	1.4e-05	0.000305	0	1.2e-05	0	0
Halobacterium	0	0.000387	2.9e-05	0	0.000425	7.1e-05	0	0	0
Natronomonas	0	1.6e-05	0	0	0.000136	2.8e-05	0	0	0
Halobiforma	0	0.000145	0	0	0	1.4e-05	0	0	0
Natronococcus	0	0.000113	0	0	0.000136	0	0	0	0
Natronolimnobius	0	8.1e-05	0	0	0	0	0	0	0
Natronobacterium	0	1.6e-05	1.4e-05	0	0.000136	1.4e-05	0	0	0
Natrialba	0	1.6e-05	5.7e-05	0	9.6e-05	4.2e-05	0	0	0
Halorubrum	0	0.000145	2.9e-05	0	0.000209	0.00017	0	0	0
Halohasta	0	4.8e-05	2.9e-05	0	0	0	0	0	0
Halopenitus	0	3.2e-05	0	0	6.4e-05	0	0	0	0
Haloquadratum	0	8.1e-05	0	0	0.000257	0	0	0	0
Haloferax	0	1.6e-05	0	0	0.000538	4.2e-05	0	0	0
Thermoplasma	0	4.8e-05	0	0	0.000217	0	0	0	0
Methanomassiliicoccus	0	1.6e-05	1.4e-05	0	0.000305	1.4e-05	1.2e-05	0	0
Aciduliprofundum	0	3.2e-05	0	0	0.000249	0	0	0	0
Geoglobus	0	1.6e-05	1.4e-05	0	0.000144	0	1.2e-05	0	0
Sulfurisphaera	0	0.000387	0	0	0.000514	0	0	0	0
Acidianus	0	0.000258	8.6e-05	1.4e-05	0.000209	5.7e-05	0	0	0
Sulfolobus	0	0.000242	0	1.4e-05	0.002311	0.000297	0	0	0
Metallosphaera	0	0.000113	0	0	0.000128	5.7e-05	0	0	0
Pyrobaculum	0	9.7e-05	0	0	0.000321	0	0	0	0
Vulcanisaeta	0	3.2e-05	0	0	0.000112	0	0	0	0
Thermoproteus	0	1.6e-05	0	0	8.8e-05	5.7e-05	0	0	0
Thermofilum	0	1.6e-05	0	0	0.000241	2.8e-05	0	0	0
Staphylothermus	0	8.1e-05	0	0	0.000321	5.7e-05	0	0	0
Thermogladius	0	1.6e-05	0	0	0	0	0	0	0
Pyrodictium	0	3.2e-05	2.9e-05	0	8e-06	0	0	0	0
Caldisphaera	0	6.5e-05	0	1.4e-05	0.000185	5.7e-05	0	0	0
Nitrosopumilus	0	9.7e-05	1.4e-05	0	0.001332	0.000141	0	0	0
Candidatus Nitrosomarinus	0	3.2e-05	4.3e-05	0	0	0	0	0	0
Nitrososphaera	0	8.1e-05	1.4e-05	0	0.000939	5.7e-05	0	0	0
Candidatus Nitrosotenuis	0	4.8e-05	0	2.7e-05	0.000193	5.7e-05	0	0	0
Kp32virus	0	0.000274	0	0	0	0	0	0	0
Kp36virus	0	0.000113	0	0	0	0	0	0	0
Rogue1virus	0	3.2e-05	0	0	0	0	0	0	0
T5virus	0	4.8e-05	0	0	3.2e-05	0	0	0	0
L5virus	0	1.6e-05	0	0	8.8e-05	0	0	0	0
Hk97virus	0	1.6e-05	0	0	0.000128	0	0	0	0
Bxz1virus	0	0.000129	0	0	0	0	0	0	0
Schizot4virus	0	1.6e-05	0	0	8e-05	0	0	0	0
Tg1virus	0	3.2e-05	0	0	2.4e-05	0	0	0	0
Nit1virus	0	1.6e-05	0	0	2.4e-05	0	0	0	0
Cp220virus	0	1.6e-05	0	0	0.00016	0	0	0	0
Lymphocryptovirus	0	1.6e-05	0	0	1.6e-05	0	0	0	0
Rhadinovirus	0	1.6e-05	0	0	3.2e-05	0	0	0	0
Roseolovirus	0	3.2e-05	0	0	8.8e-05	0	0	0	0
Cytomegalovirus	0	1.6e-05	0	0	4e-05	0	0	0	0
Varicellovirus	0	1.6e-05	0	0	5.6e-05	0	0	0	0
Pandoravirus	0	3.2e-05	0	0	0.000152	0	0	0	0
Cervidpoxvirus	0	3.2e-05	0	0	7.2e-05	0	0	0	0
Capripoxvirus	0	1.6e-05	0	0	0.000225	0	0	0	0
Betaentomopoxvirus	0	1.6e-05	0	0	0.000201	0	0	0	0
Alphaentomopoxvirus	0	1.6e-05	0	0	7.2e-05	0	0	0	0
Iridovirus	0	3.2e-05	0	0	0.000201	0	0	0	0
Ranavirus	0	1.6e-05	0	0	8.8e-05	0	0	0	0
Betabaculovirus	0	1.6e-05	0	0	0.000225	0	0	0	0
Betainfluenzavirus	0	6.5e-05	0	0	0.000217	0	0	0	0
Alphainfluenzavirus	0	3.2e-05	0	0	0.000899	0	0	0	0
Begomovirus	0	1.6e-05	0	0	0.000185	0	0	0	0
Circovirus	0	1.6e-05	0	0	0	0	0	0	0
Acidilobus	0	0	1.4e-05	0	0.000112	1.4e-05	0	0	0
Ammonifex	0	0	1.4e-05	4.1e-05	0.000112	1.4e-05	0	0	0
Anaerolinea	0	0	5.7e-05	6.8e-05	0.000217	0.000141	0	0	0
Antarctobacter	0	0	2.9e-05	0	0	0	0	0	0
Arcticibacterium	0	0	0.000115	1.4e-05	0	0	0	0	0
Basilea	0	0	8.6e-05	6.8e-05	0.000281	0	0	0	0
Beutenbergia	0	0	4.3e-05	0	0.000144	2.8e-05	0	0	0
Blastomonas	0	0	4.3e-05	0	0.000345	0.000212	0	0	0
Caldithrix	0	0	0.000244	1.4e-05	0	0.00017	0	0	0
Candidatus Paracaedibacter	0	0	0.000344	0	0.000313	5.7e-05	0	0	0
Candidatus Portiera	0	0	1.4e-05	1.4e-05	0.000907	0	0	0	0
Chelativorans	0	0	7.2e-05	0	0.000337	1.4e-05	0	0	0
Coprothermobacter	0	0	0.000158	0	0.000144	0	0	0	0
Croceibacter	0	0	0.000143	0	0.000891	4.2e-05	2.4e-05	0	0
Cycloclasticus	0	0	5.7e-05	0	0.000225	4.2e-05	0	0	0
Elusimicrobium	0	0	0.000186	5.5e-05	0.000257	0	0	0	0
Flagellimonas	0	0	7.2e-05	5.5e-05	0	1.4e-05	0	0	0
Geitlerinema	0	0	8.6e-05	4.1e-05	0.000305	9.9e-05	0	0	0
Halodesulfurarchaeum	0	0	1.4e-05	0	0	0	0	0	0
Halogeometricum	0	0	2.9e-05	0	0.00012	2.8e-05	0	0	0
Halomicrobium	0	0	2.9e-05	0	9.6e-05	1.4e-05	0	0	0
Halostagnicola	0	0	7.2e-05	0	6.4e-05	5.7e-05	0	0	0
Haloterrigena	0	0	4.3e-05	0	0.000169	1.4e-05	1.2e-05	0	0
Herbivorax	0	0	0.000401	0.000397	0	0	0	0	0
Humibacter	0	0	1.4e-05	0	0	0	2.4e-05	0	0
Hyphomonas	0	0	7.2e-05	2.7e-05	0.000297	7.1e-05	1.2e-05	8e-06	0
Isosphaera	0	0	1.4e-05	0	0.000273	1.4e-05	0	5.8e-05	0
Janibacter	0	0	2.9e-05	0	0	4.2e-05	0	0	0
Liberibacter	0	0	4.3e-05	0	0.001276	1.4e-05	0	0	0
Luteitalea	0	0	7.2e-05	8.2e-05	0	0	0	0	0
Methanoculleus	0	0	4.3e-05	2.7e-05	0.000401	2.8e-05	0	0	0
Modestobacter	0	0	8.6e-05	0	0.000361	0.000466	0	0	0
Mycetocola	0	0	1.4e-05	4.1e-05	0	2.8e-05	0	0	0
Natrinema	0	0	1e-04	1.4e-05	0.000201	0	0	0	0
Oceanicoccus	0	0	7.2e-05	0	0	1.4e-05	0	0	0
Octadecabacter	0	0	0.000186	0	0.000385	2.8e-05	0	0	0
Palaeococcus	0	0	1.4e-05	0	0.000104	2.8e-05	0	0	0
Pannonibacter	0	0	8.6e-05	0	0.000329	0	0	8e-06	0
Parvularcula	0	0	1.4e-05	0	5.6e-05	1.4e-05	0	0	0
Paucimonas	0	0	2.9e-05	2.7e-05	0	0	2.4e-05	0	0
Planktomarina	0	0	0.000201	0	0.000104	0	0	0	0
Polymorphum	0	0	8.6e-05	0	0.000217	0	0	0	0
Psychroflexus	0	0	0.000158	2.7e-05	0.000899	4.2e-05	9.6e-05	0	0
Renibacterium	0	0	0.000129	5.5e-05	0.000152	0.00113	0	0	0
Rouxiella	0	0	0.000272	0	0	1.4e-05	0	0	0
Salinigranum	0	0	4.3e-05	0	0	0	0	0	0
Salinisphaera	0	0	1e-04	0	0	2.8e-05	0	0	0
Salipiger	0	0	4.3e-05	0	0	0	0	8e-06	0
Simonsiella	0	0	8.6e-05	0	0	1.4e-05	0	0	0
Syntrophobacter	0	0	8.6e-05	0	0.000377	8.5e-05	0	0	0
Thalassococcus	0	0	1.4e-05	0	0	0	0	0	0
Thermomonospora	0	0	5.7e-05	0	0.000281	5.7e-05	1.2e-05	0	0
Wenzhouxiangella	0	0	5.7e-05	1.4e-05	0.000225	0	0	0	0
Wolinella	0	0	7.2e-05	0	0.000225	0	0	0	0
Zunongwangia	0	0	0.000201	0	0.001476	0.000311	0	0	0
Aureimonas	0	0	0	1.4e-05	0.000465	0.000523	0	0	0
Desulfurispirillum	0	0	0	2.7e-05	0.000241	4.2e-05	0	0	0
Desulfurococcus	0	0	0	1.4e-05	0.000128	1.4e-05	0	0	0
Methanocorpusculum	0	0	0	1.4e-05	0.000136	0.000113	0	0	0
Pontimonas	0	0	0	2.7e-05	0	0	0	0	0
Rhodoplanes	0	0	0	1.4e-05	0.000313	0	1.2e-05	0	0
Ephedra	0	0	0	0	8e-06	0	0	0	0
Buenoa	0	0	0	0	3.2e-05	0	0	0	0
Melissotarsus	0	0	0	0	1.6e-05	0	0	0	0
Ornithochilus	0	0	0	0	4e-05	0	0	0	0
Cornitermes	0	0	0	0	1.6e-05	0	0	0	0
Andalucia	0	0	0	0	2.4e-05	0	0	0	0
Rhopalosiphum	0	0	0	0	2.4e-05	0	0	0	0
Corynocarpus	0	0	0	0	3.2e-05	0	0	0	0
Pongo	0	0	0	0	0.010993	0	0	0	0
Elleanthus	0	0	0	0	8e-06	0	0	0	0
Paedocypris	0	0	0	0	1.6e-05	0	0	0	0
Tetrapisispora	0	0	0	0	0.00471	0.000113	0	0	0
Passiflora	0	0	0	0	1.6e-05	0	0	0	0
Urtica	0	0	0	0	8e-06	0	0	0	0
Amphiops	0	0	0	0	8e-06	0	0	0	0
Wallemia	0	0	0	0	0.000538	0.000509	0	0	0
Capsaspora	0	0	0	0	0.000193	0	0	0	0
Limulus	0	0	0	0	0.002881	0	0	0	0
Veratrum	0	0	0	0	1.6e-05	0	0	0	0
Haliotis	0	0	0	0	0.00012	0	0	0	0
Verbena	0	0	0	0	1.6e-05	0	0	0	0
Betapapillomavirus	0	0	0	0	1.6e-05	0	0	0	0
Liopterus	0	0	0	0	8e-06	0	0	0	0
Trigonaspis	0	0	0	0	8e-06	0	0	0	0
Dermatophagoides	0	0	0	0	3.2e-05	0	0	0	0
Ilyoplax	0	0	0	0	8e-06	0	0	0	0
Tetragnatha	0	0	0	0	3.2e-05	0	0	0	0
Bicellonycha	0	0	0	0	8e-06	0	0	0	0
Nasutitermes	0	0	0	0	8e-06	0	0	0	0
Amphizoa	0	0	0	0	8e-06	0	0	0	0
Hobartius	0	0	0	0	1.6e-05	0	0	0	0
Acanthosaura	0	0	0	0	8e-06	0	0	0	0
Juncus	0	0	0	0	1.6e-05	0	0	0	0
Dirofilaria	0	0	0	0	8e-05	0	0	0	0
Pachycara	0	0	0	0	8e-06	0	0	0	0
Helminthora	0	0	0	0	0.000177	0	0	0	0
Maculavirus	0	0	0	0	1.6e-05	0	0	0	0
Galaxaura	0	0	0	0	4.8e-05	0	0	0	0
Prototheca	0	0	0	0	4.8e-05	0	0	0	0
Alphapapillomavirus	0	0	0	0	0.000112	0	0	0	0
Jumellea	0	0	0	0	8e-06	0	0	0	0
Pedinotus	0	0	0	0	8e-06	0	0	0	0
Coniophora	0	0	0	0	0.000241	0.000367	0	0	0
Synaphobranchus	0	0	0	0	0.00012	0	0	0	0
Ptychodera	0	0	0	0	8e-06	0	0	0	0
Euphyllia	0	0	0	0	8e-06	0	0	0	0
Thraustotheca	0	0	0	0	8e-06	8.5e-05	0	0	0
Carteria	0	0	0	0	0.000586	0	0	0	0
Adalia	0	0	0	0	2.4e-05	0	0	0	0
Bernal13virus	0	0	0	0	1.6e-05	0	0	0	0
Malassezia	0	0	0	0	0.000506	7.1e-05	0	0	0
Sedimentibacter	0	0	0	0	8e-06	0.00048	0.000239	0	0
Terminalia	0	0	0	0	1.6e-05	0	0	0	0
Rutilia	0	0	0	0	8e-06	0	0	0	0
Yatapoxvirus	0	0	0	0	9.6e-05	0	0	0	0
Arthroleptis	0	0	0	0	8e-05	0	0	0	0
Nageia	0	0	0	0	8e-06	0	0	0	0
Megalodontes	0	0	0	0	8e-06	0	0	0	0
Ordospora	0	0	0	0	9.6e-05	0	0	0	0
Sosxetra	0	0	0	0	8e-06	0	0	0	0
Metabolos	0	0	0	0	8e-06	0	0	0	0
Lytocarpia	0	0	0	0	8e-06	0	0	0	0
Dicranocephalus	0	0	0	0	8e-06	0	0	0	0
Chaetura	0	0	0	0	0.000449	0	0	0	0
Hevea	0	0	0	0	0.000152	0	0	0	0
Racomitrium	0	0	0	0	8e-06	0	0	0	0
Ixodes	0	0	0	0	0.000457	0	0	0	0
Terrilimosina	0	0	0	0	8e-06	0	0	0	0
Strongyloides	0	0	0	0	0.037939	0	0	0	0
Sesbania	0	0	0	0	4.8e-05	0	0	0	0
Typhlocyba	0	0	0	0	8e-06	0	0	0	0
Sergiolus	0	0	0	0	8e-06	0	0	0	0
Desulfamplus	0	0	0	0	2.4e-05	0	0	0	0
Maoricicada	0	0	0	0	2.4e-05	0	0	0	0
Sceloporus	0	0	0	0	7.2e-05	0	0	0	0
Chrysochromulina	0	0	0	0	8e-06	1.4e-05	0	0	0
Zeus	0	0	0	0	8e-06	0	0	0	0
Cavia	0	0	0	0	0.002295	0	0	0	0
Eurypyga	0	0	0	0	0.000385	0	0	0	0
Tasgius	0	0	0	0	8e-06	0	0	0	0
Avipoxvirus	0	0	0	0	0.000112	0	0	0	0
Atractomorpha	0	0	0	0	8e-06	0	0	0	0
Horkelia	0	0	0	0	8e-06	0	0	0	0
Ahasverus	0	0	0	0	1.6e-05	0	0	0	0
Tupaia	0	0	0	0	0.001685	0	0	0	0
Pristimantis	0	0	0	0	8e-05	0	0	0	0
Euglandina	0	0	0	0	8e-06	0	0	0	0
Auxis	0	0	0	0	8e-06	0	0	0	0
Nelumbo	0	0	0	0	0.002889	0	0	0	0
Diodon	0	0	0	0	8e-06	0	0	0	0
Alloptes	0	0	0	0	8e-06	0	0	0	0
Ammothea	0	0	0	0	2.4e-05	0	0	0	0
Loligo	0	0	0	0	8e-06	0	0	0	0
Tamarindus	0	0	0	0	2.4e-05	0	0	0	0
Mesembrina	0	0	0	0	1.6e-05	0	0	0	0
Asiorestia	0	0	0	0	8e-06	0	0	0	0
Hippophae	0	0	0	0	8e-06	0	0	0	0
Culicoides	0	0	0	0	5.6e-05	0	0	0	0
Verdigellas	0	0	0	0	8e-06	0	0	0	0
Stephania	0	0	0	0	8e-06	0	0	0	0
Leptosomus	0	0	0	0	0.000385	0	0	0	0
Octopus	0	0	0	0	0.003844	0	0	0	0
Luisierella	0	0	0	0	8e-06	0	0	0	0
Spironucleus	0	0	0	0	0.000104	4.2e-05	0	0	0
Trichosalpinx	0	0	0	0	8e-06	0	0	0	0
Xele	0	0	0	0	8e-06	0	0	0	0
Cydia	0	0	0	0	8e-06	0	0	0	0
Brenthia	0	0	0	0	1.6e-05	0	0	0	0
Curtovirus	0	0	0	0	8e-06	0	0	0	0
Stropharia	0	0	0	0	4.8e-05	0	0	0	0
Polyplectron	0	0	0	0	8e-06	0	0	0	0
Homo	0	0	0	0	0.197005	0	1.2e-05	0.000875	0
Urodus	0	0	0	0	3.2e-05	0	0	0	0
Geastrum	0	0	0	0	6.4e-05	0	0	0	0
Triozastus	0	0	0	0	8e-06	0	0	0	0
Bracteacoccus	0	0	0	0	1.6e-05	0	0	0	0
Oreochromis	0	0	0	0	0.002969	0	0	0	0
Mesostigma	0	0	0	0	4.8e-05	0	0	0	0
Pseudoporopterus	0	0	0	0	8e-06	0	0	0	0
Gelidium	0	0	0	0	9.6e-05	0	0	0	0
Hypsiboas	0	0	0	0	1.6e-05	0	0	0	0
Clematis	0	0	0	0	8e-05	0	0	0	0
Candidatus Peribacter	0	0	0	0	0.000281	0	0	0	0
Fasciola	0	0	0	0	5.6e-05	0	0	0	0
Tissierella	0	0	0	0	1.6e-05	0.000862	0.000502	0	0
Enterocytozoon	0	0	0	0	0.000578	8.5e-05	1.2e-05	8e-06	0
Iseropus	0	0	0	0	2.4e-05	0	0	0	0
Cladonema	0	0	0	0	8e-06	0	0	0	0
Cyanophora	0	0	0	0	8.8e-05	0	0	0	0
Caridina	0	0	0	0	2.4e-05	0	0	0	0
Agkistrodon	0	0	0	0	8e-05	0	0	0	0
Timema	0	0	0	0	8e-06	0	0	0	0
Osyris	0	0	0	0	3.2e-05	0	0	0	0
Atractocerus	0	0	0	0	8e-06	0	0	0	0
Macropodus	0	0	0	0	1.6e-05	0	0	0	0
Genlisea	0	0	0	0	3.2e-05	0	0.000478	0	0
Morpho	0	0	0	0	3.2e-05	0	0	0	0
Oryza	0	0	0	0	0.046469	0	0.000418	0	0
Mastocarpus	0	0	0	0	4e-05	0	0	0	0
Proteromonas	0	0	0	0	8e-06	0	0	0	0
Allochrocebus	0	0	0	0	8e-06	0	0	0	0
Oligosoma	0	0	0	0	8e-06	0	0	0	0
Pseudozyma	0	0	0	0	0.000321	1.4e-05	0	0	0
Eurytemora	0	0	0	0	8e-06	0	0	0	0
Phlox	0	0	0	0	2.4e-05	0	0	0	0
Parthenium	0	0	0	0	8e-06	0	0	0	0
Phryganistria	0	0	0	0	8e-06	0	0	0	0
Athetis	0	0	0	0	1.6e-05	0	0	0	0
Philodromus	0	0	0	0	8e-06	0	0	0	0
Paraphlebia	0	0	0	0	8e-06	0	0	0	0
Scytosiphon	0	0	0	0	8e-06	0	0	0	0
Bombus	0	0	0	0	0.006387	0	0	0	0
Neocypholaelaps	0	0	0	0	8e-06	0	0	0	0
Cephus	0	0	0	0	0.002985	0	0	0	0
Aliciella	0	0	0	0	8e-06	0	0	0	0
Acipenser	0	0	0	0	4e-05	0	0	0	0
Histoplasma	0	0	0	0	0.000225	7.1e-05	0	0	0
Hynobius	0	0	0	0	8e-06	0	0	0	0
Brachyelytrum	0	0	0	0	8e-06	0	0	0	0
Gurania	0	0	0	0	1.6e-05	0	0	0	0
Vermileo	0	0	0	0	1.6e-05	0	0	0	0
Silviavirus	0	0	0	0	0.000128	0	0	0	0
Bicyclus	0	0	0	0	0.000265	0	0	0	0
Pectinatus	0	0	0	0	8e-06	0	0	0	0
Anoplius	0	0	0	0	8e-06	0	0	0	0
Eleale	0	0	0	0	1.6e-05	0	0	0	0
Xerophyta	0	0	0	0	1.6e-05	0	0	0	0
Schizorchis	0	0	0	0	6.4e-05	0	0	0	0
Serica	0	0	0	0	8e-06	0	0	0	0
Trigonopterus	0	0	0	0	4.8e-05	0	0	0	0
Didemnum	0	0	0	0	8e-06	0	0	0	0
Moloha	0	0	0	0	3.2e-05	0	0	0	0
Varroa	0	0	0	0	8.8e-05	0	0	0	0
Sebastiania	0	0	0	0	8e-06	0	0	0	0
Amphimedon	0	0	0	0	0.001677	0	0	0	0
Ficus	0	0	0	0	4.8e-05	0	0	0	0
Jimmervirus	0	0	0	0	3.2e-05	0	0	0	0
Yarrowia	0	0	0	0	0.001156	0.000113	0	0	0
Spongosphaera	0	0	0	0	1.6e-05	0	0	0	0
Vischeria	0	0	0	0	3.2e-05	0	0	0	0
Tetraphis	0	0	0	0	0.000305	0	0	0	0
Diuraphis	0	0	0	0	0.002889	0	0	0	0
Astralium	0	0	0	0	4e-05	0	0	0	0
Neopunia	0	0	0	0	2.4e-05	0	0	0	0
Crassostrea	0	0	0	0	0.004173	0	0	0	0
Othinosmia	0	0	0	0	8e-06	0	0	0	0
Ophisternon	0	0	0	0	2.4e-05	0	0	0	0
Aphytis	0	0	0	0	8e-06	0	0	0	0
Pelecanus	0	0	0	0	0.000249	0	0	0	0
Holcosus	0	0	0	0	8e-06	0	0	0	0
Rhabditophanes	0	0	0	0	0.005561	0	0	0	0
Mesitornis	0	0	0	0	0.000185	0	0	0	0
Pfiesteria	0	0	0	0	2.4e-05	5.7e-05	0	0	0
Candidatus Westeberhardia	0	0	0	0	0.000257	1.4e-05	0	0	0
Pteronymia	0	0	0	0	8e-06	0	0	0	0
Chalceopla	0	0	0	0	8e-06	0	0	0	0
Brenthis	0	0	0	0	8e-06	0	0	0	0
Bythograea	0	0	0	0	5.6e-05	0	0	0	0
Holotrichapion	0	0	0	0	2.4e-05	0	0	0	0
Nanos	0	0	0	0	8e-06	0	0	0	0
Adiantum	0	0	0	0	2.4e-05	0	0	0	0
Phoenix	0	0	0	0	0.001428	0	0	0	0
Trichoplax	0	0	0	0	0.001308	0	0	0	0
Duganella	0	0	0	0	8e-06	0.00024	0	0	0
Solenostoma	0	0	0	0	1.6e-05	0	0	0	0
Jassa	0	0	0	0	1.6e-05	0	0	0	0
Forcipomyia	0	0	0	0	8e-06	0	0	0	0
Lepraria	0	0	0	0	1.6e-05	0	0	0	0
Ephestia	0	0	0	0	8e-06	0	0	0	0
Afrorylon	0	0	0	0	8e-06	0	0	0	0
Kaliphora	0	0	0	0	1.6e-05	0	0	0	0
Encephalartos	0	0	0	0	8e-06	0	0	0	0
Naumovozyma	0	0	0	0	0.003699	7.1e-05	0	0	0
Silvestritermes	0	0	0	0	8e-06	0	0	0	0
Leptomonas	0	0	0	0	0.000273	0.00017	0	0	0
Vicia	0	0	0	0	3.2e-05	0	0	0	0
Lutzomyia	0	0	0	0	0.000128	0	0	0	0
Onchidium	0	0	0	0	8e-06	0	0	0	0
Bcep22virus	0	0	0	0	8e-06	0	0	0	0
Scelio	0	0	0	0	4.8e-05	0	0	0	0
Yokenella	0	0	0	0	8e-06	0.000523	0.00282	0	0
Pleiogynium	0	0	0	0	2.4e-05	0	0	0	0
Crohivirus	0	0	0	0	8e-06	0	0	0	0
Sphindus	0	0	0	0	3.2e-05	0	0	0	0
Tarenna	0	0	0	0	8e-06	0	0	0	0
Chaceon	0	0	0	0	1.6e-05	0	0	0	0
Thamnophis	0	0	0	0	0.002311	0	0	0	0
Phalacrocorax	0	0	0	0	0.000249	0	0	0	0
Peronospora	0	0	0	0	0.000185	0	0	0	0
Erythroparvovirus	0	0	0	0	8e-06	0	0	0	0
Kochlorine	0	0	0	0	8e-06	0	0	0	0
Heloderma	0	0	0	0	5.6e-05	0	0	0	0
Marinospirillum	0	0	0	0	8e-06	7.1e-05	0	0	0
Rhogogaster	0	0	0	0	8e-06	0	0	0	0
Saguinus	0	0	0	0	4e-05	0	0	0	0
Meliturgula	0	0	0	0	8e-06	0	0	0	0
Golenkinia	0	0	0	0	0.000104	0	0	0	0
Homochlodes	0	0	0	0	8e-06	0	0	0	0
Pseudoplantago	0	0	0	0	1.6e-05	0	0	0	0
Cuculus	0	0	0	0	0.000594	0	0	0	0
Acinonyx	0	0	0	0	0.001156	0	0	0	0
Olimarabidopsis	0	0	0	0	5.6e-05	0	0	0	0
Neochloris	0	0	0	0	1.6e-05	0	0	0	0
Stigeoclonium	0	0	0	0	1.6e-05	0	0	0	0
Microcoleus	0	0	0	0	0.000265	1.4e-05	0	0	0
Isochrysis	0	0	0	0	8e-06	0	0	0	0
Cnaphalocrocis	0	0	0	0	1.6e-05	0	0	0	0
Exocelina	0	0	0	0	1.6e-05	0	0	0	0
Merops	0	0	0	0	0.000409	0	0	0	0
Melampodium	0	0	0	0	2.4e-05	0	0	0	0
Carthamus	0	0	0	0	6.4e-05	0	0	0	0
Macrobrachium	0	0	0	0	2.4e-05	0	0	0	0
Fonticula	0	0	0	0	0.000353	0	0	0	0
Pyronema	0	0	0	0	8e-06	7.1e-05	0	0	0
Phaedon	0	0	0	0	8e-06	0	0	0	0
Pelodiscus	0	0	0	0	0.001982	0	0	0	0
Furcifer	0	0	0	0	8e-06	0	0	0	0
Carterocephalus	0	0	0	0	8e-06	0	0	0	0
Indoplanorbis	0	0	0	0	8e-06	0	0	0	0
Candidatus Regiella	0	0	0	0	0.000112	1.4e-05	0	0	0
Phagocata	0	0	0	0	1.6e-05	0	0	0	0
Trichodina	0	0	0	0	8e-06	0	0	0	0
Stenobrachius	0	0	0	0	6.4e-05	0	0	0	0
Zoogloea	0	0	0	0	8e-06	0	0	0	0
Bicaudavirus	0	0	0	0	8e-06	0	0	0	0
Echinostoma	0	0	0	0	0.017694	0	0	0	0
Corynandra	0	0	0	0	8e-06	0	0	0	0
Ursus	0	0	0	0	0.001781	0	0	0	0
Mayaca	0	0	0	0	1.6e-05	0	0	0	0
Sputnikvirus	0	0	0	0	1.6e-05	0	0	0	0
Rhyzobius	0	0	0	0	8e-06	0	0	0	0
Hypomyces	0	0	0	0	8e-06	0	0	0	0
Acanthoscelides	0	0	0	0	1.6e-05	0	0	0	0
Tursiops	0	0	0	0	0.000353	0	0	0	0
Linepithema	0	0	0	0	0.002712	0	0	0	0
Vicugna	0	0	0	0	0.000979	0	0	0	0
Helicobia	0	0	0	0	8e-06	0	0	0	0
Sfi21dt1virus	0	0	0	0	4e-05	0	0	0	0
Misodendrum	0	0	0	0	2.4e-05	0	0	0	0
Cremifania	0	0	0	0	8e-06	0	0	0	0
Paramunida	0	0	0	0	1.6e-05	0	0	0	0
Aleurobotrys	0	0	0	0	8e-06	0	0	0	0
Hydrobasileus	0	0	0	0	8e-06	0	0	0	0
Aviadenovirus	0	0	0	0	8e-06	0	0	0	0
Halocypria	0	0	0	0	8e-06	0	0	0	0
Metarthrodes	0	0	0	0	8e-06	0	0	0	0
Platypus	0	0	0	0	3.2e-05	0	0	0	0
Rhizophagus	0	0	0	0	0.000337	0.000537	4.8e-05	0	0
Fonsecaea	0	0	0	0	0.000754	0.000113	0	0	0
Habenaria	0	0	0	0	8e-06	0	0	0	0
Caldanaerobius	0	0	0	0	1.6e-05	0.000113	1.2e-05	0	0
Ovophis	0	0	0	0	8e-06	0	0	0	0
Podospora	0	0	0	0	0.001485	7.1e-05	0	0	0
Buxus	0	0	0	0	2.4e-05	0	0	0	0
Phyllostachys	0	0	0	0	0.000321	0	0	0	0
Phi29virus	0	0	0	0	7.2e-05	0	0	0	0
Rhizophora	0	0	0	0	0.000152	0	0	0	0
Arrhyton	0	0	0	0	8e-06	0	0	0	0
Taeniocerus	0	0	0	0	8e-06	0	0	0	0
Aphanothece	0	0	0	0	1.6e-05	0	0	0	0
Sphaeranthus	0	0	0	0	8e-06	0	0	0	0
Ananas	0	0	0	0	4e-05	0	0	0	0
Wphvirus	0	0	0	0	0.00016	0	0	0	0
Gymnobelideus	0	0	0	0	1.6e-05	0	0	0	0
Chionanthus	0	0	0	0	4.8e-05	0	0	0	0
Anthoceros	0	0	0	0	2.4e-05	0	0	0	0
Orthopoxvirus	0	0	0	0	0.000241	0	0	0	0
Triavirus	0	0	0	0	0.000152	0	0	0	0
Nomascus	0	0	0	0	0.003194	0	0	0	0
Andalgalomys	0	0	0	0	8e-06	0	0	0	0
Euplectrus	0	0	0	0	4.8e-05	0	0	0	0
