"Supplementary Table S12. Read-level sensitivity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT67625,0.010,0.186,0.512,0.658,0.744
MAG-GUT67681,0.062,0.463,0.762,0.828,0.804
MAG-GUT67689,0.058,0.456,0.797,0.865,0.837
MAG-GUT67723,0.040,0.320,0.607,0.690,0.689
MAG-GUT67741,0.016,0.169,0.378,0.437,0.406
MAG-GUT67770,0.045,0.373,0.692,0.790,0.783
MAG-GUT67779,0.040,0.344,0.671,0.752,0.754
MAG-GUT67799,0.006,0.115,0.320,0.420,0.633
MAG-GUT67830,0.039,0.326,0.639,0.725,0.727
MAG-GUT67839,0.048,0.347,0.654,0.740,0.735
MAG-GUT6784,0.010,0.177,0.480,0.608,0.736
MAG-GUT67975,0.019,0.267,0.593,0.680,0.713
MAG-GUT67977,0.043,0.347,0.668,0.768,0.764
MAG-GUT67985,0.021,0.228,0.463,0.499,0.397
MAG-GUT68007,0.043,0.353,0.666,0.754,0.755
MAG-GUT68023,0.045,0.368,0.695,0.779,0.776
MAG-GUT68043,0.023,0.255,0.594,0.709,0.724
MAG-GUT6806,0.011,0.123,0.291,0.356,0.317
MAG-GUT68072,0.016,0.192,0.491,0.619,0.702
MAG-GUT68086,0.005,0.127,0.342,0.447,0.647
MAG-GUT68091,0.035,0.366,0.723,0.802,0.813
MAG-GUT68111,0.023,0.227,0.460,0.509,0.389
MAG-GUT68145,0.043,0.334,0.647,0.727,0.723
MAG-GUT68157,0.047,0.368,0.699,0.793,0.788
MAG-GUT68181,0.044,0.371,0.698,0.789,0.781
MAG-GUT68189,0.016,0.268,0.604,0.706,0.734
MAG-GUT68190,0.017,0.254,0.569,0.667,0.711
MAG-GUT68197,0.045,0.367,0.673,0.767,0.768
MAG-GUT68204,0.052,0.286,0.516,0.604,0.587
MAG-GUT68216,0.004,0.104,0.282,0.400,0.596
MAG-GUT68234,0.022,0.154,0.368,0.475,0.557
MAG-GUT68241,0.018,0.183,0.412,0.520,0.619
MAG-GUT68245,0.042,0.355,0.700,0.787,0.822
MAG-GUT68260,0.005,0.114,0.317,0.423,0.642
MAG-GUT68269,0.021,0.224,0.523,0.614,0.622
MAG-GUT68301,0.007,0.105,0.287,0.387,0.513
MAG-GUT68308,0.053,0.453,0.798,0.863,0.846
MAG-GUT68311,0.010,0.148,0.388,0.514,0.613
MAG-GUT68316,0.089,0.567,0.852,0.886,0.860
MAG-GUT68371,0.018,0.184,0.411,0.504,0.608
MAG-GUT68475,0.044,0.339,0.640,0.738,0.728
MAG-GUT68537,0.029,0.246,0.541,0.644,0.697
MAG-GUT68542,0.022,0.258,0.566,0.687,0.745
MAG-GUT68561,0.053,0.434,0.770,0.830,0.809
MAG-GUT6856,0.015,0.141,0.274,0.305,0.345
MAG-GUT68570,0.006,0.118,0.321,0.418,0.608
MAG-GUT68598,0.013,0.158,0.391,0.491,0.595
MAG-GUT68629,0.025,0.251,0.574,0.690,0.719
MAG-GUT68640,0.023,0.218,0.440,0.492,0.381
MAG-GUT68642,0.015,0.244,0.546,0.641,0.691
MAG-GUT68659,0.044,0.338,0.640,0.716,0.718
MAG-GUT68697,0.018,0.269,0.591,0.695,0.724
MAG-GUT68726,0.004,0.104,0.296,0.401,0.606
MAG-GUT6873,0.049,0.433,0.762,0.829,0.811
MAG-GUT68780,0.058,0.452,0.796,0.856,0.838
MAG-GUT68785,0.012,0.119,0.297,0.393,0.455
MAG-GUT68810,0.006,0.119,0.326,0.434,0.622
MAG-GUT68858,0.022,0.242,0.540,0.652,0.713
MAG-GUT68872,0.006,0.114,0.314,0.422,0.634
MAG-GUT68960,0.015,0.235,0.544,0.660,0.632
MAG-GUT68968,0.051,0.371,0.638,0.682,0.608
MAG-GUT68996,0.019,0.328,0.754,0.859,0.911
MAG-GUT689,0.017,0.195,0.411,0.522,0.619
MAG-GUT69048,0.044,0.372,0.687,0.775,0.774
MAG-GUT69064,0.016,0.253,0.580,0.679,0.720
MAG-GUT69096,0.005,0.129,0.354,0.472,0.662
MAG-GUT69113,0.007,0.146,0.377,0.494,0.685
MAG-GUT69117,0.017,0.265,0.583,0.687,0.721
MAG-GUT69121,0.019,0.270,0.615,0.713,0.752
MAG-GUT69123,0.042,0.257,0.427,0.471,0.406
MAG-GUT69144,0.006,0.132,0.350,0.461,0.663
MAG-GUT69179,0.024,0.284,0.607,0.708,0.704
MAG-GUT69198,0.006,0.128,0.350,0.456,0.645
MAG-GUT69224,0.016,0.236,0.554,0.643,0.681
MAG-GUT69229,0.020,0.267,0.597,0.695,0.732
MAG-GUT69244,0.042,0.320,0.586,0.678,0.691
MAG-GUT69253,0.046,0.333,0.576,0.614,0.552
MAG-GUT69285,0.055,0.296,0.530,0.601,0.591
MAG-GUT6929,0.019,0.226,0.526,0.652,0.739
MAG-GUT69364,0.023,0.283,0.603,0.707,0.692
MAG-GUT69367,0.006,0.112,0.308,0.419,0.615
MAG-GUT69378,0.008,0.128,0.335,0.441,0.632
MAG-GUT69384,0.043,0.359,0.674,0.741,0.735
MAG-GUT69417,0.005,0.113,0.312,0.408,0.610
MAG-GUT69432,0.020,0.210,0.476,0.566,0.573
MAG-GUT69434,0.020,0.262,0.576,0.684,0.712
MAG-GUT69447,0.017,0.272,0.613,0.712,0.739
MAG-GUT69465,0.006,0.126,0.348,0.457,0.655
MAG-GUT69468,0.024,0.265,0.579,0.687,0.679
MAG-GUT69483,0.005,0.120,0.325,0.430,0.628
MAG-GUT69501,0.023,0.243,0.550,0.660,0.678
MAG-GUT69551,0.005,0.120,0.325,0.435,0.626
MAG-GUT6955,0.086,0.537,0.813,0.850,0.831
MAG-GUT69595,0.051,0.418,0.735,0.804,0.785
MAG-GUT69640,0.052,0.446,0.786,0.859,0.838
MAG-GUT69662,0.008,0.173,0.460,0.602,0.722
MAG-GUT69665,0.053,0.445,0.788,0.843,0.828
MAG-GUT6968,0.083,0.530,0.821,0.852,0.836
MAG-GUT69729,0.043,0.266,0.501,0.586,0.585
MAG-GUT69771,0.034,0.391,0.756,0.828,0.817
MAG-GUT69905,0.024,0.287,0.618,0.733,0.752
MAG-GUT6,0.040,0.399,0.722,0.793,0.785
MAG-GUT7012,0.011,0.144,0.405,0.529,0.632
MAG-GUT70165,0.037,0.359,0.688,0.763,0.762
MAG-GUT7016,0.010,0.175,0.470,0.605,0.730
MAG-GUT70172,0.020,0.219,0.454,0.517,0.522
MAG-GUT70200,0.116,0.558,0.794,0.825,0.821
MAG-GUT7031,0.036,0.395,0.776,0.844,0.840
MAG-GUT70404,0.036,0.447,0.844,0.921,0.917
MAG-GUT7040,0.034,0.408,0.786,0.855,0.850
MAG-GUT70414,0.025,0.247,0.467,0.517,0.454
MAG-GUT7042,0.006,0.093,0.295,0.426,0.589
MAG-GUT70460,0.085,0.449,0.674,0.715,0.684
MAG-GUT70620,0.035,0.343,0.622,0.671,0.668
MAG-GUT7062,0.022,0.261,0.593,0.692,0.728
MAG-GUT70635,0.034,0.381,0.753,0.837,0.854
MAG-GUT7064,0.040,0.267,0.495,0.555,0.514
MAG-GUT70664,0.074,0.481,0.799,0.863,0.826
MAG-GUT7066,0.042,0.273,0.511,0.580,0.522
MAG-GUT70836,0.015,0.192,0.427,0.525,0.633
MAG-GUT7086,0.021,0.213,0.439,0.482,0.376
MAG-GUT7088,0.004,0.099,0.273,0.375,0.561
MAG-GUT7090,0.021,0.262,0.580,0.678,0.706
MAG-GUT70913,0.009,0.134,0.356,0.487,0.590
MAG-GUT70918,0.018,0.178,0.397,0.482,0.578
MAG-GUT7095,0.006,0.128,0.341,0.459,0.649
MAG-GUT70973,0.077,0.487,0.792,0.852,0.812
MAG-GUT7099,0.006,0.124,0.335,0.450,0.641
MAG-GUT7102,0.025,0.264,0.583,0.686,0.709
MAG-GUT71042,0.016,0.184,0.411,0.515,0.609
MAG-GUT7105,0.006,0.129,0.345,0.443,0.642
MAG-GUT71084,0.029,0.378,0.746,0.808,0.808
MAG-GUT7112,0.006,0.122,0.351,0.451,0.642
MAG-GUT71140,0.064,0.545,0.855,0.887,0.885
MAG-GUT71156,0.018,0.185,0.408,0.498,0.606
MAG-GUT7118,0.023,0.267,0.586,0.687,0.713
MAG-GUT71208,0.019,0.192,0.413,0.531,0.632
MAG-GUT7120,0.006,0.128,0.340,0.465,0.653
MAG-GUT7121,0.023,0.257,0.584,0.687,0.703
MAG-GUT7125,0.025,0.269,0.594,0.709,0.724
MAG-GUT7132,0.048,0.478,0.844,0.896,0.895
MAG-GUT71347,0.039,0.364,0.680,0.752,0.750
MAG-GUT71390,0.069,0.456,0.763,0.819,0.808
MAG-GUT71501,0.017,0.154,0.356,0.462,0.533
MAG-GUT7155,0.004,0.113,0.322,0.421,0.626
MAG-GUT71562,0.054,0.454,0.727,0.760,0.751
MAG-GUT71577,0.035,0.361,0.700,0.776,0.779
MAG-GUT7161,0.007,0.118,0.327,0.420,0.625
MAG-GUT7166,0.005,0.114,0.322,0.423,0.620
MAG-GUT71679,0.012,0.166,0.433,0.541,0.638
MAG-GUT71686,0.010,0.158,0.437,0.542,0.598
MAG-GUT71751,0.069,0.485,0.803,0.861,0.831
MAG-GUT7175,0.020,0.265,0.564,0.678,0.706
MAG-GUT71840,0.020,0.225,0.498,0.592,0.607
MAG-GUT71866,0.014,0.168,0.376,0.462,0.562
MAG-GUT7197,0.015,0.136,0.285,0.356,0.425
MAG-GUT71989,0.015,0.182,0.408,0.508,0.618
MAG-GUT72017,0.017,0.173,0.403,0.506,0.597
MAG-GUT72020,0.010,0.120,0.331,0.438,0.496
MAG-GUT72079,0.049,0.418,0.743,0.800,0.780
MAG-GUT72100,0.049,0.415,0.742,0.799,0.787
MAG-GUT7210,0.013,0.137,0.287,0.357,0.432
MAG-GUT72119,0.026,0.313,0.646,0.747,0.759
MAG-GUT72127,0.027,0.318,0.652,0.747,0.771
MAG-GUT7213,0.022,0.259,0.591,0.706,0.734
MAG-GUT7214,0.023,0.251,0.584,0.708,0.730
MAG-GUT7216,0.024,0.262,0.582,0.710,0.732
MAG-GUT7222,0.024,0.263,0.590,0.712,0.737
MAG-GUT72283,0.038,0.254,0.472,0.551,0.550
MAG-GUT72293,0.012,0.152,0.382,0.502,0.611
MAG-GUT7229,0.040,0.231,0.394,0.420,0.367
MAG-GUT722,0.015,0.154,0.397,0.528,0.630
MAG-GUT72315,0.012,0.161,0.403,0.515,0.614
MAG-GUT72317,0.013,0.192,0.478,0.568,0.561
MAG-GUT7247,0.037,0.220,0.367,0.396,0.348
MAG-GUT7253,0.021,0.255,0.565,0.676,0.701
MAG-GUT72571,0.066,0.481,0.787,0.850,0.822
MAG-GUT72585,0.064,0.451,0.751,0.816,0.800
MAG-GUT72738,0.017,0.212,0.466,0.566,0.636
MAG-GUT7278,0.025,0.265,0.601,0.714,0.721
MAG-GUT72832,0.040,0.251,0.456,0.536,0.528
MAG-GUT72841,0.041,0.278,0.513,0.585,0.587
MAG-GUT7285,0.023,0.262,0.553,0.645,0.664
MAG-GUT7291,0.043,0.291,0.518,0.587,0.531
MAG-GUT72929,0.010,0.146,0.381,0.499,0.610
MAG-GUT73018,0.019,0.215,0.476,0.568,0.624
MAG-GUT73024,0.040,0.265,0.492,0.566,0.574
MAG-GUT73031,0.022,0.233,0.509,0.616,0.671
MAG-GUT73157,0.016,0.147,0.331,0.399,0.360
MAG-GUT73278,0.016,0.181,0.403,0.512,0.600
MAG-GUT7328,0.082,0.439,0.705,0.782,0.804
MAG-GUT73298,0.015,0.176,0.386,0.483,0.576
MAG-GUT73376,0.022,0.246,0.552,0.661,0.721
MAG-GUT73407,0.012,0.172,0.453,0.576,0.628
MAG-GUT73422,0.011,0.133,0.361,0.468,0.530
MAG-GUT73491,0.032,0.200,0.384,0.451,0.495
MAG-GUT73497,0.017,0.176,0.404,0.505,0.589
MAG-GUT73734,0.037,0.271,0.497,0.590,0.581
MAG-GUT73749,0.023,0.258,0.572,0.687,0.762
MAG-GUT73804,0.025,0.267,0.565,0.688,0.753
MAG-GUT73847,0.124,0.689,0.930,0.941,0.914
MAG-GUT73862,0.034,0.381,0.732,0.802,0.801
MAG-GUT73909,0.043,0.277,0.502,0.584,0.584
MAG-GUT73910,0.041,0.282,0.514,0.587,0.586
MAG-GUT73961,0.017,0.177,0.392,0.487,0.581
MAG-GUT73962,0.027,0.271,0.601,0.689,0.685
MAG-GUT73967,0.014,0.236,0.554,0.652,0.738
MAG-GUT73968,0.017,0.206,0.444,0.553,0.578
MAG-GUT73992,0.018,0.161,0.369,0.460,0.544
MAG-GUT74023,0.015,0.187,0.398,0.499,0.599
MAG-GUT74028,0.021,0.263,0.575,0.674,0.658
MAG-GUT74183,0.134,0.699,0.952,0.963,0.934
MAG-GUT74302,0.049,0.403,0.729,0.789,0.770
MAG-GUT74311,0.013,0.204,0.539,0.669,0.780
MAG-GUT74323,0.052,0.420,0.740,0.820,0.793
MAG-GUT74324,0.046,0.388,0.714,0.807,0.800
MAG-GUT74329,0.030,0.379,0.714,0.766,0.771
MAG-GUT74335,0.046,0.411,0.731,0.786,0.769
MAG-GUT74347,0.048,0.392,0.714,0.804,0.797
MAG-GUT74380,0.031,0.378,0.724,0.775,0.775
MAG-GUT74415,0.019,0.223,0.505,0.643,0.721
MAG-GUT74428,0.070,0.534,0.861,0.896,0.888
MAG-GUT74507,0.071,0.548,0.860,0.901,0.892
MAG-GUT74526,0.019,0.227,0.511,0.640,0.744
MAG-GUT74537,0.016,0.159,0.353,0.464,0.540
MAG-GUT74541,0.009,0.143,0.381,0.473,0.552
MAG-GUT74585,0.069,0.545,0.864,0.894,0.884
MAG-GUT74622,0.037,0.264,0.492,0.579,0.566
MAG-GUT74662,0.035,0.366,0.769,0.866,0.892
MAG-GUT74669,0.008,0.106,0.294,0.388,0.501
MAG-GUT74675,0.040,0.301,0.585,0.667,0.682
MAG-GUT74686,0.084,0.580,0.856,0.888,0.855
MAG-GUT74695,0.031,0.400,0.766,0.833,0.832
MAG-GUT74889,0.023,0.242,0.546,0.661,0.722
MAG-GUT74895,0.022,0.226,0.526,0.635,0.708
MAG-GUT74916,0.054,0.453,0.822,0.891,0.886
MAG-GUT74962,0.011,0.171,0.465,0.578,0.623
MAG-GUT74997,0.020,0.217,0.479,0.573,0.602
MAG-GUT75018,0.079,0.597,0.934,0.967,0.949
MAG-GUT75060,0.012,0.140,0.322,0.416,0.515
MAG-GUT75063,0.080,0.599,0.935,0.967,0.952
MAG-GUT75133,0.078,0.599,0.935,0.966,0.948
MAG-GUT75402,0.031,0.380,0.715,0.778,0.776
MAG-GUT7540,0.017,0.190,0.417,0.522,0.634
MAG-GUT75430,0.035,0.375,0.708,0.764,0.775
MAG-GUT7546,0.059,0.497,0.821,0.864,0.858
MAG-GUT75471,0.012,0.196,0.434,0.516,0.586
MAG-GUT75478,0.055,0.421,0.758,0.822,0.804
MAG-GUT75522,0.034,0.387,0.725,0.785,0.784
MAG-GUT75577,0.014,0.147,0.353,0.446,0.553
MAG-GUT7559,0.016,0.222,0.512,0.617,0.602
MAG-GUT75631,0.016,0.231,0.563,0.662,0.641
MAG-GUT7565,0.018,0.185,0.434,0.540,0.634
MAG-GUT75677,0.015,0.153,0.365,0.457,0.553
MAG-GUT7570,0.016,0.186,0.405,0.503,0.598
MAG-GUT75788,0.084,0.490,0.798,0.852,0.849
MAG-GUT75820,0.080,0.516,0.803,0.858,0.859
MAG-GUT75834,0.085,0.502,0.801,0.853,0.843
MAG-GUT75928,0.078,0.600,0.934,0.967,0.948
MAG-GUT7598,0.016,0.234,0.574,0.673,0.710
MAG-GUT76034,0.033,0.251,0.497,0.568,0.593
MAG-GUT76112,0.014,0.172,0.398,0.500,0.586
MAG-GUT761,0.013,0.145,0.382,0.509,0.616
MAG-GUT76200,0.018,0.217,0.472,0.579,0.649
MAG-GUT76377,0.023,0.242,0.540,0.641,0.703
MAG-GUT76426,0.023,0.152,0.282,0.339,0.338
MAG-GUT76486,0.137,0.708,0.959,0.971,0.941
MAG-GUT76518,0.033,0.372,0.745,0.819,0.822
MAG-GUT76530,0.136,0.706,0.954,0.966,0.940
MAG-GUT7654,0.049,0.381,0.698,0.781,0.772
MAG-GUT76573,0.014,0.178,0.391,0.500,0.600
MAG-GUT76584,0.008,0.119,0.336,0.440,0.497
MAG-GUT76659,0.052,0.294,0.531,0.612,0.598
MAG-GUT7675,0.018,0.189,0.420,0.519,0.620
MAG-GUT76906,0.053,0.452,0.780,0.838,0.821
MAG-GUT76950,0.014,0.174,0.380,0.473,0.560
MAG-GUT76981,0.052,0.432,0.779,0.843,0.820
MAG-GUT76988,0.049,0.447,0.776,0.839,0.828
MAG-GUT76995,0.052,0.446,0.770,0.835,0.817
MAG-GUT77004,0.056,0.436,0.769,0.832,0.811
MAG-GUT7701,0.042,0.325,0.612,0.709,0.740
MAG-GUT77026,0.017,0.184,0.401,0.506,0.610
MAG-GUT7719,0.015,0.186,0.411,0.515,0.623
MAG-GUT7728,0.049,0.349,0.656,0.753,0.771
MAG-GUT7733,0.007,0.141,0.423,0.563,0.640
MAG-GUT77348,0.040,0.276,0.504,0.590,0.586
MAG-GUT77357,0.039,0.272,0.514,0.595,0.596
MAG-GUT77371,0.039,0.277,0.513,0.590,0.609
MAG-GUT77386,0.025,0.251,0.513,0.586,0.597
MAG-GUT77389,0.042,0.274,0.510,0.589,0.586
MAG-GUT77408,0.022,0.230,0.512,0.611,0.625
MAG-GUT7746,0.048,0.358,0.644,0.708,0.701
MAG-GUT77471,0.134,0.703,0.946,0.958,0.932
MAG-GUT7749,0.016,0.220,0.533,0.640,0.611
MAG-GUT77514,0.081,0.517,0.837,0.880,0.849
MAG-GUT7751,0.065,0.361,0.560,0.612,0.578
MAG-GUT77526,0.078,0.528,0.841,0.885,0.859
MAG-GUT77563,0.014,0.240,0.556,0.666,0.730
MAG-GUT77576,0.130,0.693,0.943,0.956,0.926
MAG-GUT77590,0.023,0.255,0.565,0.686,0.744
MAG-GUT77597,0.032,0.379,0.739,0.813,0.831
MAG-GUT77615,0.021,0.257,0.569,0.694,0.758
MAG-GUT77633,0.035,0.371,0.731,0.810,0.817
MAG-GUT7772,0.039,0.334,0.638,0.718,0.719
MAG-GUT7779,0.034,0.261,0.488,0.573,0.606
MAG-GUT77839,0.049,0.419,0.739,0.794,0.777
MAG-GUT77900,0.022,0.247,0.560,0.668,0.727
MAG-GUT77913,0.015,0.152,0.358,0.462,0.534
MAG-GUT77956,0.022,0.245,0.556,0.670,0.728
MAG-GUT77982,0.045,0.300,0.532,0.614,0.636
MAG-GUT77996,0.054,0.301,0.530,0.611,0.594
MAG-GUT78002,0.025,0.252,0.524,0.611,0.676
MAG-GUT7808,0.020,0.210,0.477,0.582,0.642
MAG-GUT78207,0.071,0.463,0.772,0.840,0.798
MAG-GUT78247,0.043,0.478,0.858,0.918,0.899
MAG-GUT78278,0.019,0.241,0.562,0.689,0.754
MAG-GUT78280,0.041,0.477,0.847,0.907,0.892
MAG-GUT78295,0.024,0.263,0.595,0.706,0.771
MAG-GUT78307,0.042,0.475,0.849,0.907,0.890
MAG-GUT78358,0.016,0.224,0.525,0.647,0.703
MAG-GUT78371,0.085,0.515,0.813,0.863,0.862
MAG-GUT78377,0.044,0.471,0.851,0.917,0.895
MAG-GUT78403,0.051,0.278,0.496,0.580,0.558
MAG-GUT78410,0.020,0.266,0.586,0.700,0.770
MAG-GUT78413,0.018,0.238,0.554,0.676,0.737
MAG-GUT7849,0.010,0.181,0.455,0.571,0.646
MAG-GUT7852,0.039,0.270,0.529,0.622,0.643
MAG-GUT78564,0.072,0.444,0.713,0.780,0.744
MAG-GUT78566,0.017,0.223,0.508,0.633,0.735
MAG-GUT78571,0.021,0.247,0.533,0.626,0.629
MAG-GUT78579,0.031,0.366,0.726,0.827,0.839
MAG-GUT78632,0.047,0.358,0.646,0.712,0.708
MAG-GUT78681,0.016,0.153,0.357,0.449,0.531
MAG-GUT78688,0.016,0.169,0.374,0.480,0.580
MAG-GUT78853,0.015,0.153,0.359,0.447,0.540
MAG-GUT78879,0.044,0.284,0.506,0.595,0.618
MAG-GUT78908,0.044,0.305,0.546,0.637,0.679
MAG-GUT78910,0.038,0.360,0.739,0.842,0.844
MAG-GUT78914,0.017,0.158,0.371,0.457,0.539
MAG-GUT78923,0.161,0.706,0.865,0.873,0.865
MAG-GUT78940,0.021,0.274,0.596,0.694,0.721
MAG-GUT78958,0.052,0.290,0.532,0.621,0.598
MAG-GUT78976,0.049,0.300,0.540,0.610,0.603
MAG-GUT79005,0.021,0.274,0.592,0.697,0.717
MAG-GUT79013,0.053,0.310,0.544,0.631,0.610
MAG-GUT79048,0.021,0.246,0.518,0.608,0.654
MAG-GUT79053,0.023,0.265,0.589,0.690,0.711
MAG-GUT79096,0.055,0.299,0.538,0.611,0.599
MAG-GUT79180,0.042,0.307,0.532,0.592,0.609
MAG-GUT79219,0.020,0.153,0.308,0.350,0.383
MAG-GUT79248,0.024,0.266,0.564,0.654,0.689
MAG-GUT79275,0.024,0.276,0.559,0.649,0.695
MAG-GUT79289,0.025,0.266,0.557,0.651,0.689
MAG-GUT79304,0.023,0.262,0.562,0.640,0.681
MAG-GUT79312,0.021,0.266,0.550,0.634,0.672
MAG-GUT79322,0.024,0.265,0.555,0.638,0.679
MAG-GUT79350,0.032,0.406,0.778,0.835,0.838
MAG-GUT79351,0.024,0.267,0.545,0.644,0.674
MAG-GUT7944,0.028,0.271,0.582,0.679,0.758
MAG-GUT79485,0.013,0.163,0.368,0.466,0.555
MAG-GUT7957,0.009,0.178,0.425,0.525,0.573
MAG-GUT79662,0.008,0.106,0.277,0.341,0.296
MAG-GUT79767,0.017,0.209,0.463,0.563,0.616
MAG-GUT7981,0.011,0.145,0.360,0.457,0.485
MAG-GUT7988,0.012,0.139,0.377,0.480,0.606
MAG-GUT79996,0.014,0.139,0.326,0.382,0.346
MAG-GUT80007,0.021,0.233,0.540,0.660,0.726
MAG-GUT80031,0.015,0.148,0.348,0.448,0.560
MAG-GUT80052,0.020,0.213,0.499,0.622,0.682
MAG-GUT80232,0.179,0.631,0.839,0.872,0.877
MAG-GUT80318,0.018,0.227,0.502,0.594,0.611
MAG-GUT80330,0.012,0.147,0.398,0.523,0.635
MAG-GUT80383,0.022,0.231,0.537,0.667,0.722
MAG-GUT80384,0.010,0.173,0.475,0.613,0.761
MAG-GUT80385,0.035,0.412,0.793,0.864,0.856
MAG-GUT80437,0.028,0.290,0.634,0.733,0.720
MAG-GUT80449,0.015,0.230,0.524,0.620,0.692
MAG-GUT80453,0.031,0.396,0.756,0.830,0.812
MAG-GUT80561,0.019,0.217,0.518,0.641,0.702
MAG-GUT80567,0.036,0.288,0.579,0.692,0.705
MAG-GUT80568,0.045,0.376,0.702,0.777,0.773
MAG-GUT8056,0.030,0.281,0.587,0.698,0.768
MAG-GUT80585,0.014,0.182,0.409,0.508,0.600
MAG-GUT80685,0.020,0.160,0.348,0.458,0.544
MAG-GUT80705,0.006,0.115,0.318,0.424,0.410
MAG-GUT80718,0.034,0.411,0.797,0.865,0.861
MAG-GUT80720,0.038,0.369,0.705,0.799,0.839
MAG-GUT80758,0.044,0.368,0.661,0.733,0.728
MAG-GUT80771,0.031,0.388,0.740,0.814,0.804
MAG-GUT80792,0.019,0.230,0.503,0.601,0.608
MAG-GUT80804,0.010,0.164,0.454,0.593,0.734
MAG-GUT8080,0.033,0.309,0.642,0.739,0.799
MAG-GUT80816,0.030,0.385,0.759,0.822,0.809
MAG-GUT80819,0.013,0.154,0.400,0.506,0.623
MAG-GUT80839,0.032,0.293,0.555,0.638,0.635
MAG-GUT8083,0.050,0.382,0.680,0.751,0.755
MAG-GUT80925,0.016,0.183,0.434,0.544,0.595
MAG-GUT81000,0.005,0.097,0.291,0.383,0.374
MAG-GUT81029,0.027,0.351,0.684,0.731,0.822
MAG-GUT81065,0.004,0.101,0.308,0.405,0.403
MAG-GUT81123,0.011,0.143,0.363,0.497,0.595
MAG-GUT81145,0.029,0.341,0.673,0.736,0.817
MAG-GUT81146,0.014,0.220,0.528,0.621,0.602
MAG-GUT81204,0.011,0.171,0.458,0.595,0.733
MAG-GUT81205,0.054,0.391,0.682,0.749,0.679
MAG-GUT81226,0.080,0.586,0.887,0.915,0.866
MAG-GUT8128,0.028,0.280,0.584,0.676,0.714
MAG-GUT81308,0.066,0.425,0.733,0.801,0.732
MAG-GUT81392,0.015,0.227,0.532,0.637,0.621
MAG-GUT81409,0.012,0.143,0.366,0.486,0.587
MAG-GUT81432,0.026,0.348,0.680,0.740,0.821
MAG-GUT81434,0.019,0.216,0.523,0.631,0.606
MAG-GUT8151,0.047,0.356,0.634,0.713,0.719
MAG-GUT81523,0.029,0.341,0.676,0.739,0.823
MAG-GUT81560,0.020,0.221,0.525,0.653,0.703
MAG-GUT81578,0.033,0.285,0.536,0.613,0.622
MAG-GUT81646,0.012,0.160,0.428,0.549,0.627
MAG-GUT8165,0.032,0.270,0.519,0.597,0.620
MAG-GUT81671,0.011,0.176,0.472,0.607,0.735
MAG-GUT81679,0.035,0.413,0.797,0.860,0.847
MAG-GUT81692,0.005,0.101,0.303,0.398,0.388
MAG-GUT81714,0.011,0.157,0.392,0.519,0.615
MAG-GUT81784,0.018,0.198,0.475,0.582,0.647
MAG-GUT81831,0.091,0.604,0.930,0.958,0.915
MAG-GUT81880,0.017,0.220,0.524,0.643,0.695
MAG-GUT81885,0.016,0.179,0.406,0.515,0.609
MAG-GUT81918,0.008,0.129,0.320,0.404,0.338
MAG-GUT81926,0.033,0.405,0.773,0.841,0.836
MAG-GUT81936,0.014,0.162,0.415,0.537,0.618
MAG-GUT81946,0.034,0.400,0.765,0.829,0.824
MAG-GUT81959,0.045,0.372,0.704,0.794,0.787
MAG-GUT81987,0.031,0.409,0.795,0.850,0.854
MAG-GUT81,0.014,0.151,0.346,0.440,0.543
MAG-GUT82008,0.081,0.555,0.869,0.906,0.818
MAG-GUT82014,0.018,0.226,0.489,0.590,0.638
MAG-GUT82016,0.010,0.122,0.331,0.423,0.350
MAG-GUT82039,0.031,0.397,0.777,0.833,0.830
MAG-GUT82089,0.011,0.146,0.383,0.513,0.618
MAG-GUT82091,0.016,0.225,0.534,0.632,0.612
MAG-GUT82105,0.031,0.392,0.761,0.819,0.808
MAG-GUT82115,0.011,0.178,0.477,0.612,0.742
MAG-GUT82160,0.030,0.412,0.794,0.859,0.852
MAG-GUT82165,0.024,0.250,0.546,0.641,0.645
MAG-GUT82176,0.010,0.178,0.470,0.597,0.711
MAG-GUT82177,0.013,0.164,0.431,0.548,0.641
MAG-GUT82203,0.012,0.185,0.495,0.638,0.756
MAG-GUT82239,0.020,0.215,0.480,0.585,0.637
MAG-GUT82264,0.019,0.192,0.440,0.539,0.652
MAG-GUT82295,0.018,0.221,0.510,0.639,0.699
MAG-GUT822,0.006,0.067,0.184,0.227,0.204
MAG-GUT82314,0.012,0.158,0.426,0.558,0.641
MAG-GUT82436,0.035,0.400,0.771,0.840,0.825
MAG-GUT82468,0.035,0.390,0.752,0.826,0.811
MAG-GUT82472,0.013,0.145,0.389,0.521,0.615
MAG-GUT82505,0.012,0.140,0.391,0.526,0.627
MAG-GUT82509,0.035,0.394,0.757,0.822,0.814
MAG-GUT82545,0.016,0.224,0.505,0.632,0.691
MAG-GUT82562,0.030,0.397,0.760,0.825,0.814
MAG-GUT82571,0.013,0.145,0.392,0.511,0.619
MAG-GUT82635,0.031,0.391,0.752,0.818,0.806
MAG-GUT82654,0.033,0.396,0.755,0.816,0.822
